Food Resource Type,Agency,Location,Operational Status,Operational Notes,Current Process for Distribution,Who They Serve,Address,Latitude,Longitude,Phone Number,Website,Days/Hours,Date Updated
Meal,Sound Generations & SPS,Northgate Community Center,Limited Operations,Please call ahead for availability,Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"10510 5th Ave NE, Seattle, WA 98125",47.7054887,-122.3221733,(206)-727-6248,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Adults 60+: 
Tues
12:00 pm - 1:00 pm

Youth under 18 Summer Food:
Mon, Tues, Wed, Thurs, Fri:
9:00 am - 11:00 am 
12:00 pm - 3:00 pm",10/02/2020 12:00:00 AM
Food Bank,South King County & Eastside Mutual Aid Group,South King County & Eastside Mutual Aid Group,Limited Operations,"This is not location based. Mutual aid support for survivors, sick & disabled, immunocompromised, undocumented, black, queer, indigenous, and/or people of color. If you would like to have groceries dropped off, please complete this form: https://docs.google.com/forms/d/e/1FAIpQLSdFzVouVJHJ2jRyrR90zDRr7iV-nPJZHjKBTKVYuobP29BZ5g/viewform",Home Delivery,Contact Agency for Any Eligibility Requirements,,47.468454,-122.218397,,http://docs.google.com/forms/d/e/1FAIpQLSdFzVouVJHJ2jRyrR90zDRr7iV-nPJZHjKBTKVYuobP29BZ5g/viewform,,10/29/2020 12:00:00 AM
Meal,Spice Waala,,Closed,"50 meals on Mondays to anyone, no questions asked from 5-7 pm",Drive Up/Walk Up,General Public,"340 15th Ave E, Seattle, WA 98112",47.6216271,-122.3122461,(206)-466-5195,http://www.spicewaala.com/,Mon: 5:00 pm - 7:00 pm,09/18/2020 12:00:00 AM
Food Bank,St James Episcopal Church,St James Episcopal Church,Limited Operations,Please call ahead for an appointment (253) 852-4100,Drive Up/Walk Up,General Public,"24447 94th Ave S, Kent, WA 98030",47.3819148,-122.2163932,(253)-852-4450,http://stjameskent.org/,"Mon, Wed: 1:00 pm - 4:00 pm
Tues: 9:00 am - 12:00 pm",10/30/2020 12:00:00 AM
Meal,St. Andrew's Episcopal Church,Jubilee Dinners,Closed,Closed,Closed,Contact Agency for Any Eligibility Requirements,"111 NE 80th St, Seattle, WA 98115",47.6863703,-122.3278834,(206)-523-7476,http://www.saintandrewsseattle.org/,Closed,10/02/2020 12:00:00 AM
Meal,St. James Cathedral,Sunday Breakfast,Limited Operations,"To-go only; guests may not arrive before 7am, and may not stay on-site after receiving a meal",Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"907 Columbia St , Seattle, WA 98104",47.6069023,-122.3255728,(206)-622-3559,http://www.stjames-cathedral.org/outreach/kitchen.aspx,Sun: 7:00 am - 8:00 am,10/29/2020 12:00:00 AM
Meal,St. James Cathedral,Cathedral Kitchen,Limited Operations,"Dinner service is from 3:00 pm - 4:15pm.
To-go only; Guests may not arrive before 3pm, and may not stay on-site after receiving a meal.
Also serves breakfast from 7:00 am - 8:00 am on Sundays.",Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"803 Terry Ave , Seattle, WA 98104",47.607646,-122.3259157,(206)-622-3559,http://www.stjames-cathedral.org/outreach/kitchen.aspx,"Mon, Tues, Wed, Thurs, Fri
4:00 pm - 4:30 pm

Sun
7:00 am - 8:00 am",10/02/2020 12:00:00 AM
Meal,St. Luke's Episcopal Church,Edible Hope Kitchen,Limited Operations,Offering to-go meals Monday through Friday from April 20 through May 1 from 2pm-3pm or while supplies last.,Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"5710 22nd Ave NW, Seattle, WA 98107",47.6704008,-122.3844742,(206)-784-3119,http://www.stlukesseattle.org/,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:00 pm",10/02/2020 12:00:00 AM
Food Bank & Meal,St. Mark's Episcopal Cathedral,,Closed,All services are closed at the church,Closed,,"1245 10th Ave E, Seattle, WA 98102",47.6319402,-122.3213074,(206)-323-0300,http://saintmarks.org/viral-outbreak/,Closed,10/29/2020 12:00:00 AM
Meal,St. Martin's On Westlake,,Limited Operations,Distributing hot meals to go only for residents,Onsite,Contact Agency for Any Eligibility Requirements,"2008 Westlake Ave, Seattle, WA 98121",47.6155318,-122.3375713,(206)-340-0410,http://ccsww.org/get-help/housing/permanent-housing/,Closed,10/02/2020 12:00:00 AM
Food Bank,St. Stephen the Martyr Catholic Church,Food Bank,Limited Operations,,Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"13055 SE 192nd St, Renton, WA 98058",47.4292298,-122.1662234,(253)-631-1940,http://www.ststephenslife.com/food-bank,"Mon: 10:00 am - 11:45am
Wed: 4:00 pm -5:45 pm 
Fri: 10:00 am - 11:45 am",10/30/2020 12:00:00 AM
Food Bank,Stroum Jewish Community Center,Mercer Island,Open,"Pre-packaged grocery bags of perishable and non-perishable items Pick up out front for social distancing.
This food distribution site may be closed starting Nov 1. Please check website or contact after Nov 1 to see if food will still be distributed.",Onsite,General Public,"3801 E Mercer Way, Mercer Island, WA 98040",47.5755362,-122.2085921,(206)-232-7115,http://sjcc.org/programs/jewish-life/mitzvah-corps/,Mon: 12:00 pm - 2:00 pm,10/02/2020 12:00:00 AM
Food Bank,Sunset Community Church,,Closed,,Drive Up/Walk Up,General Public,"1032 Edmonds Ave NE, Renton, WA 98056",47.5000116,-122.1850848,(425)-255-3273,http://www.SunsetCommunity.church,,10/30/2020 12:00:00 AM
Student To-Go Meals,Tahoma School District,Tahoma High School,Open,School breakfast and lunch are available free to all children ages 18 and under for pickup at the bus loop on the east side of the school.,Drive Up/Walk Up,Youth and Young Adults,"23499 SE Tahoma Way, Maple Valley, WA 98038",47.3576274,-122.0274847,(425)-413-3452,http://www.tahomasd.us/departments/nutrition_services,"Mon, Tues, Wed, Thurs, Fri
7:30 am - 8:30 am
11:30 am - 12:30 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Tahoma School District,Lake Wilderness Elementary,Open,School breakfast and lunch are available free to all children ages 18 and under for pickup at the bus loop near south entrance.,Drive Up/Walk Up,Youth and Young Adults,"24216 Witte Road SE, Maple Valley, WA 98038",47.384963,-122.0479284,(425)-413-3452,http://www.tahomasd.us/departments/nutrition_services,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",09/04/2020 12:00:00 AM
Meal,Teen Feed,Roots Young Adult Shelter,Open,Meals to go - youth 13-24,Drive Up/Walk Up,Youth and Young Adults,"1415 Ne 43rd St , Seattle, WA 98105",47.6592588,-122.3124319,(206)-522-4366,http://www.teenfeed.org/programs/,"Sat
6:30 pm - 7:30 pm",10/29/2020 12:00:00 AM
Meal,Teen Feed,University Congregational Church,Open,Meals to go - youth 13-24,Drive Up/Walk Up,Youth and Young Adults,"4515 16th Ave NE, Seattle, WA 98105",47.6617835,-122.3111496,(206)-522-4366,http://www.teenfeed.org/programs/,"Sun, Mon, Tues, Wed, Thurs, Fri
7:00 pm - 8:00 pm",10/29/2020 12:00:00 AM
Meal,Teen Feed,University Lutheran Church,Closed,Meals to go - youth 13-24,Drive Up/Walk Up,Youth and Young Adults,"1604 NE 50th St, Seattle, WA 98105",47.6650054,-122.3102904,(206)-522-4366,http://www.teenfeed.org/programs,,10/29/2020 12:00:00 AM
Meal,"The City of Tukwila, Parks and Recreation Department",Crestview Park,Open,,Drive Up/Walk Up,General Public,"16200 42nd Ave S, Tukwila, WA 98188",47.458126,-122.278703,,http://www.tukwilawa.gov/departments/parks-and-recreation/,"Mon, Tues, Wed, Thurs 
12:10 pm -1:00 pm",07/09/2020 12:00:00 AM
Student To-Go Meals,"The City of Tukwila, Parks and Recreation Department",Cascade View Park,Open,Youth Summer Food Program: walk up meals available for take away.,Drive Up/Walk Up,General Public,"14211 37th Ave S, Tukwila, WA 98168",47.475146,-122.287125,,http://www.tukwilawa.gov/departments/parks-and-recreation/,"Youth Meals:
Mon, Tues, Wed, Thurs, Fri:
12:00 pm - 1:00 pm
3:00 pm - 3:30 pm

General Public:
Mon, Tues, Wed, Thurs
11:00 am - 11:50 am",07/09/2020 12:00:00 AM
Meal,"The City of Tukwila, Parks and Recreation Department",Foster Park,Open,,Drive Up/Walk Up,General Public,"13919 53rd Ave S, Tukwila, WA 98168",47.4824,-122.26663,,http://www.tukwilawa.gov/departments/parks-and-recreation/,"Thurs
12:10 pm - 1:00 pm",07/09/2020 12:00:00 AM
Food Bank,The Food Bank @ St. Mary's,The Food Bank @ St. Mary's,Open,"Open for on-site pickup. Waitlist for home delivery.
Please honor the 6 foot spaced chalk lines on the sidewalk for social distancing",Home Delivery and Drive Up/Walk Up,General Public,"611 20th Ave S, Seattle, WA 98144",47.5972377,-122.3065791,(206)-324-7100,http://www.thefbsm.org/,"Mon: 10:00 am - 1:00 pm
Wed: 10:00 am - 1:00 pm
Fri: 10:00 am - 1:00 pm",10/29/2020 12:00:00 AM
Meal,The Herbfarm,,Closed,"Delivery of boxed meals to hospital staff: Overlake, Kaiser Permanete, Evergreen, Swedish, Virginia Mason & UW Medicine",Home Delivery,Hospital Staff,"14590 NE 145th Street, Woodinville, WA 98072",47.7338005,-122.1471108,(425)-485-5300,http://www.theherbfarm.com/index.html,Not Specified,07/24/2020 12:00:00 AM
Food Bank,"The Storehouse, Covington Food Bank",Located behind Real Life Church,Open,Distributing prepacked boxes or bags,Drive Up/Walk Up,General Public,"26201 180th Ave SE, Covington, WA 98042",47.3665236,-122.1027806,(253)-631-3038,http://www.covingtonstorehouse.org/post/covid-19-information,"Mon 4:00 pm - 6:00 pm
Fri 10:00 am - 12:00 pm
Sat 9:00 am - 12:00 am",10/30/2020 12:00:00 AM
Food Bank,Tilth  Alliance Market Program,South Seattle  - Rainier Beach,Closed,"Our pay-what-you-can farm stand supports our goal of ensuring that everyone in the community has fair, equal, and dignified access to local, fresh, seasonal, organic, and sustainably-grown food. We offer those in need up to $20 of produce at no-cost per visit. Donations are encouraged for produce, but no one is turned away for inability to pay. We accept cash, credit, EBT, Fresh Bucks and offer SNAP Market Match.",Onsite,General Public,"5513 S Cloverdale St, Seattle, WA 98118",47.5261434,-122.2624573,,http://tilthalliance.square.site/,Thurs: 2:00 pm - 7:00 pm,10/30/2020 12:00:00 AM
Meal,Tolt Congregational United Church of Christ,,Open,"Free Community Meals available for anyone. Pick up perishable food items, as they remain, available beginning at 4 PM on Wednesdays.

Little Free Pantry, outside of the church, is available to all, 24 x 7.",Drive Up/Walk Up,General Public,"4851 Tolt Ave, Carnation, WA 98014",47.6505667,-121.9128635,(425)-333-4254,http://toltucc.org/,Wed: 4:00 pm - 6:00 pm,06/09/2020 12:00:00 AM
Meal,Trinity Community Church,Hungry Soul Cafe,Limited Operations,"No showers or dine in, but there are sacks of food for everyone.",Drive Up/Walk Up,General Public,"3807 Reith Road, Kent, WA 98032",47.3692477,-122.2844903,(253)-852-1044,http://www.facebook.com/JesusatTrinity/,"Wed
3:00 pm - 5:00 pm",10/02/2020 12:00:00 AM
Food Bank,Tukwila Pantry,Riverton Park United Methodist Church,Open,For the duration of the COVID -19 Emergency all normal registration procedures are temporarily suspended until further notice.,Drive Up/Walk Up,General Public,"3118 S 140th St, Tukwila, WA 98168",47.4784931,-122.2924379,(206)-431-8293,http://tukwilapantry.org/,"Tues, Thurs, Sat: 10:00 am - 2:30 pm",10/30/2020 12:00:00 AM
Meal,Tukwila Parks & Recreation,,Open,"FREE delivery of up to seven frozen meals each Wednesday during the Covid-19 Stay Home, Stay Safe mandate. Halal meals available. For seniors 60 and older
-Residents have about 15 meal choices and can get 7 meals per person per week
-Staff will call residents on Monday's to get their orders
-If we think residents can qualify for the regular Meals on Wheels program, we try to get them signed up for that program.",Home Delivery,Older Adults 60+ and Eligible Participants,"12424 42nd Avenue South, Tukwila, WA 98168",47.491773,122.279205,(206)-767-2321,http://www.tukwilablog.com/2020/04/10/tukwila-parks-rec-offering-free-deliveries-of-meals-to-seniors/,Delivery Wed: 10:30 am - 12:00 pm,10/29/2020 12:00:00 AM
Student To-Go Meals,Tukwila School District,Thorndyke Elementary School,Open,Free breakfast and lunch to any person aged 18 and under,Drive Up/Walk Up,Youth and Young Adults,"4415 S 150th St, Tukwila, WA 98118",47.4680715,-122.2766388,,http://www.tukwilaschools.org/coronavirus-covid-19-information-and-resources/food-assistance,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:15 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Tukwila School District,Tukwila Elementary School,Open,Free breakfast and lunch to any person aged 18 and under,Drive Up/Walk Up,Youth and Young Adults,"5939 S 149th St, Tukwila, WA 98168",47.4688273,-122.2589973,,http://www.tukwilaschools.org/coronavirus-covid-19-information-and-resources/food-assistance,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:15 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Tukwila School District,Saars Grocery,Closed,,Drive Up/Walk Up,Youth and Young Adults,"3725 S 144th St, Tukwila, WA 98168",47.4728225,-122.2859091,,http://www.tukwilaschools.org/alert/1605899/meal-distribution-location-and-time-changes,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:00 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Tukwila School District,Foster High School,Closed,,Drive Up/Walk Up,Youth and Young Adults,"4242 S 144th St, Tukwila, WA 98168",47.4745603,-122.2798444,,http://www.tukwilaschools.org/alert/1605899/meal-distribution-location-and-time-changes,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:00 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Tukwila School District,Tukwila Pool,Closed,,Drive Up/Walk Up,Youth and Young Adults,"4414 S 144th St, Tukwila, WA 98168",47.4746784,-122.2777057,,http://www.tukwilaschools.org/alert/1605899/meal-distribution-location-and-time-changes,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:00 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Tukwila School District,Showalter Middle School,Open,Free breakfast and lunch to any person aged 18 and under,Drive Up/Walk Up,Youth and Young Adults,"4628 S 144th St, Tukwila, WA 98168",47.4747795,-122.2748071,,http://www.tukwilaschools.org/coronavirus-covid-19-information-and-resources/food-assistance,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:15 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Tukwila School District,Cascade View Elementary School-Tukwila,Open,Free breakfast and lunch to any person aged 18 and under,Drive Up/Walk Up,Youth and Young Adults,"13601 32nd Ave S, Tukwila, WA 98068",47.4813512,-122.2925512,,http://www.tukwilaschools.org/coronavirus-covid-19-information-and-resources/food-assistance,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:15 pm",09/11/2020 12:00:00 AM
Meal,Ukrainian Community Center,Ukrainian Community Center of WA - Federal Way,Limited Operations,Please call ahead for availability,Home Delivery,Older Adults 60+ and Eligible Participants,"1430 S 330th St, Federal Way, WA 98003",47.3067079,-122.3154071,(425)-430-8229,http://uccwa.org/,"Thurs
10:30 am - 2:00 pm",10/02/2020 12:00:00 AM
Meal,Ukrainian Community Center,Iraqi Community Center of Washington,Limited Operations,This information is for the work Iraqi Community Center is doing: Please contact them for home delivery needs,Home Delivery,General Public,"11010 SE 248th St, Kent, WA 98030",47.3811974,-122.1937157,(253)-243-7744,http://uccwa.org/,Please contact for home delivery,10/02/2020 12:00:00 AM
Meal,Ukrainian Community Center,Ukrainian Community Center of WA - Seattle,Limited Operations,Delivers grocery bags to clients. Please call ahead for availability and eligibility requirements.,Home Delivery,Older Adults 60+ and Eligible Participants,"13470 Martin Luther King Jr Way S #5210, Seattle, WA 98178",47.7240367,-122.3486525,(425)-430-8229,http://uccwa.org/,"Tues, Thurs
10:30 am - 2:00 pm",10/02/2020 12:00:00 AM
Meal,United Indians of All Tribes Foundation (UIATF),UIATF Labatyeh Youth Home,Limited Operations,Tuesdays - 1  hot meal and 3 frozen meals delivered at one time; Fridays - food bank and grocery shopping assistance; Services are for participants of the program but will not turn away someone that needs assistance.,Home Delivery,Older Adults 60+ and Eligible Participants,"9010 13th Ave NW, Seattle, WA 98117",47.6946156,-122.3723726,(206)-285-4425,http://www.unitedindians.org/,"Primarily doing delivery. Please call ahead if need assistance

For pick up:
Wed, Fri
10:00 am - 3:00 pm",10/02/2020 12:00:00 AM
